author,title,volumeEdition,year,journalConference
Xiaxia Wang 0001,CKGSE - A Prototype Search Engine for Chinese Knowledge Graphs.,"Data Intell.,vol.4-1",2022,Data Intell.
Haixu Xi,Public Emotional Diffusion over COVID-19 Related Tweets Posted by Major Public Health Agencies in the United States.,"Data Intell.,vol.4-1",2022,Data Intell.
Qiushuo Zheng,Visual Entity Linking via Multi-modal Learning.,"Data Intell.,vol.4-1",2022,Data Intell.
Ebtisam Alharbi,"Exploring the Current Practices, Costs and Benefits of FAIR Implementation in Pharmaceutical Research and Development - A Qualitative Interview Study.","Data Intell.,vol.3-4",2021,Data Intell.
Alexander Arefolov,Implementation of the FAIR Data Principles for Exploratory Biomarker Data from Clinical Trials.,"Data Intell.,vol.3-4",2021,Data Intell.
Paolo Budroni,About Open Science and Autonomy of Science.,"Data Intell.,vol.3-1",2021,Data Intell.
Andreas Bueff,Probabilistic Tractable Models in Mixed Discrete-Continuous Domains.,"Data Intell.,vol.3-2",2021,Data Intell.
Jean Claude Burgelman,Politics and Open Science - How the European Open Science Cloud Became Reality (the Untold Story).,"Data Intell.,vol.3-1",2021,Data Intell.
Huajun Chen,OpenKG Chain - A Blockchain Infrastructure for Open Knowledge Graphs.,"Data Intell.,vol.3-2",2021,Data Intell.
Jonathan Clark,Open Science - A Question of Trust.,"Data Intell.,vol.3-1",2021,Data Intell.
Zhengyu Zhao 0003,An Evaluation of Chinese Human-Computer Dialogue Technology.,"Data Intell.,vol.1-2",2019,Data Intell.
Zhengyu Zhao 0003,An Evaluation of Chinese Human-Computer Dialogue Technology.,"Data Intell.,vol.3-2",2021,Data Intell.
Zixian Feng,An Evaluation of Chinese Human-Computer Dialogue Technology.,"Data Intell.,vol.1-2",2019,Data Intell.
Zixian Feng,An Evaluation of Chinese Human-Computer Dialogue Technology.,"Data Intell.,vol.3-2",2021,Data Intell.
Yuan Gong,Few-shot Learning for Named Entity Recognition Based on BERT and Two-level Model Fusion.,"Data Intell.,vol.3-4",2021,Data Intell.
Qian Guo,AOL4PS - A Large-scale Data Set for Personalized Search.,"Data Intell.,vol.3-4",2021,Data Intell.
Sharon Hanna,Implementation of an Open Science Instruction Program for Undergraduates.,"Data Intell.,vol.3-1",2021,Data Intell.
Edit Herczog,Comments to Jean-Claude Burgelman's article Politics and Open Science - How the European Open Science Cloud Became Reality (the Untold Story) - The twin challenge of the hard-core change and the cultural shift. The role of the Chorus in the Greek drama.,"Data Intell.,vol.3-1",2021,Data Intell.
Ali Hürriyetoglu,Cross-Context News Corpus for Protest Event-Related Knowledge Base Construction.,"Data Intell.,vol.3-2",2021,Data Intell.
Keith G. Jeffery,Not Ready for Convergence in Data Infrastructures.,"Data Intell.,vol.3-1",2021,Data Intell.
Heather Joseph,Building Momentum to Realign Incentives to Support Open Science.,"Data Intell.,vol.3-1",2021,Data Intell.
Anne Kärki,Developing Open RDI and Education in Finnish Universities of Applied Sciences.,"Data Intell.,vol.3-1",2021,Data Intell.
Per Öster,Comments to Jean-Claude Burgelman's article Politics and Open Science - How the European Open Science Cloud Became Reality (the Untold Story).,"Data Intell.,vol.3-1",2021,Data Intell.
Natalia Manola,Comments to Jean-Claude Burgelman's article Politics and Open Science - How the European Open Science Cloud Became Reality (the Untold Story).,"Data Intell.,vol.3-1",2021,Data Intell.
Dimitris Koureas,Comments to Jean-Claude Burgelman's article Politics and Open Science - How the European Open Science Cloud Became Reality (the Untold Story).,"Data Intell.,vol.3-1",2021,Data Intell.
Peter Wittenburg,Comments to Jean-Claude Burgelman's article Politics and Open Science - How the European Open Science Cloud Became Reality (the Untold Story).,"Data Intell.,vol.3-1",2021,Data Intell.
Hanifeh Khayyeri,Comments to Jean-Claude Burgelman's article Politics and Open Science - How the European Open Science Cloud Became Reality (the Untold Story).,"Data Intell.,vol.3-1",2021,Data Intell.
George O. Strawn,Comments to Jean-Claude Burgelman's article Politics and Open Science - How the European Open Science Cloud Became Reality (the Untold Story).,"Data Intell.,vol.3-1",2021,Data Intell.
Atif Latif,On the Complexities of Federating Research Data Infrastructures.,"Data Intell.,vol.3-1",2021,Data Intell.
Zhucong Li,Semi-Supervised Noisy Label Learning for Chinese Clinical Named Entity Recognition.,"Data Intell.,vol.3-3",2021,Data Intell.
Xia Li,Overview of CCKS 2020 Task 3 - Named Entity Recognition and Event Extraction in Chinese Electronic Medical Records.,"Data Intell.,vol.3-3",2021,Data Intell.
Nguyen Minh-Hoang,Multifaceted Interactions between Urban Humans and Biodiversity-related Concepts - A Developing-country Data Set.,"Data Intell.,vol.3-4",2021,Data Intell.
Barend Mons,"Comments to Jean-Claude Burgelman's article Politics and Open Science - How the European Open Science Cloud Became Reality (the Untold Story) - ""EOSC is a bigger ME"" and the Dunning Kruger effect.","Data Intell.,vol.3-1",2021,Data Intell.
Hua Nie,Research Data Management Implementation at Peking University Library - Foster and Promote Open Science and Open Data.,"Data Intell.,vol.3-1",2021,Data Intell.
Seliina Päällysaho,Key Aspects of Open Data in Finnish RDI Cooperation between Higher Education and Businesses.,"Data Intell.,vol.3-1",2021,Data Intell.
Jeff Z. Pan,A Knowledge Graph Based Approach to Social Science Surveys.,"Data Intell.,vol.3-4",2021,Data Intell.
Yi Shen,Transdisciplinary Convergence - Intelligent Infrastructure for Sustainable Development.,"Data Intell.,vol.3-2",2021,Data Intell.
Jiawei Sheng,A Joint Learning Framework for the CCKS-2020 Financial Event Extraction Task.,"Data Intell.,vol.3-3",2021,Data Intell.
George O. Strawn,Open Science and the Hype Cycle.,"Data Intell.,vol.3-1",2021,Data Intell.
Sagar Sunkle,"Integrated ""Generate, Make, and Test"" for Formulated Products using Knowledge Graphs.","Data Intell.,vol.3-3",2021,Data Intell.
Quan-Hoang Vuong,A Multinational Data Set of Game Players' Behaviors in a Virtual World and Environmental Perceptions.,"Data Intell.,vol.3-4",2021,Data Intell.
Quan-Hoang Vuong,A Data Collection on Secondary School Students' STEM Performance and Reading Practices in an Emerging Country.,"Data Intell.,vol.3-2",2021,Data Intell.
Katherin Wagenknecht,EU-Citizen.Science - A Platform for Mainstreaming Citizen Science and Open Science in Europe.,"Data Intell.,vol.3-1",2021,Data Intell.
Wenguang Wang,Data Set and Evaluation of Automated Construction of Financial Knowledge Graph.,"Data Intell.,vol.3-3",2021,Data Intell.
Haitao Wang 0019,A Prior Information Enhanced Extraction Framework for Document-level Financial Event Extraction.,"Data Intell.,vol.3-3",2021,Data Intell.
Tingyi Wanyan,Deep Learning with Heterogeneous Graph Embeddings for Mortality Prediction from Electronic Health Records.,"Data Intell.,vol.3-3",2021,Data Intell.
Sascha Welten,DAMS - A Distributed Analytics Metadata Schema.,"Data Intell.,vol.3-4",2021,Data Intell.
Chaojie Wen,Medical Named Entity Recognition from Un-labelled Medical Records based on Pre-trained Language Models and Domain Dictionary.,"Data Intell.,vol.3-3",2021,Data Intell.
Peter Wittenburg,Open Science and Data Science.,"Data Intell.,vol.3-1",2021,Data Intell.
Peter Wittenburg,Editors' Note.,"Data Intell.,vol.3-1",2021,Data Intell.
John Wood,Embedding Open Science in Reality.,"Data Intell.,vol.3-1",2021,Data Intell.
Jian Yuan,Overview of SMP-CAIL2020-Argmine - The Interactive Argument-Pair Extraction in Judgement Document Challenge.,"Data Intell.,vol.3-2",2021,Data Intell.
Rossella Aversa,"Deep Learning, Feature Learning, and Clustering Analysis for SEM Image Classification.","Data Intell.,vol.2-4",2020,Data Intell.
Ricardo de Miranda Azevedo,Considerations for the Conduction and Interpretation of FAIRness Evaluations.,"Data Intell.,vol.2-1-2",2020,Data Intell.
Oya Beyan,Distributed Analytics on Sensitive Medical Data - The Personal Health Train.,"Data Intell.,vol.2-1-2",2020,Data Intell.
Margreet Bloemers,The FAIR Funding Model - Providing a Framework for Research Funders to Drive the Transition toward FAIR Data Management and Stewardship Practices.,"Data Intell.,vol.2-1-2",2020,Data Intell.
Christopher Brewster,Ontology-based Access Control for FAIR Data.,"Data Intell.,vol.2-1-2",2020,Data Intell.
Irene Celino,Refining Linked Data with Games with a Purpose .,"Data Intell.,vol.2-3",2020,Data Intell.
Simon J. Coles,Taking FAIR on the ChIN - The Chemistry Implementation Network.,"Data Intell.,vol.2-1-2",2020,Data Intell.
Ron Dekker,Social Data - CESSDA Best Practices.,"Data Intell.,vol.2-1-2",2020,Data Intell.
Pablo Rubén Fillottrani,KnowID - An Architecture for Efficient Knowledge-Driven Information and Data Access.,"Data Intell.,vol.2-4",2020,Data Intell.
Carole A. Goble,FAIR Computational Workflows.,"Data Intell.,vol.2-1-2",2020,Data Intell.
Chris Graf,"The Open Data Challenge - An Analysis of 124, 000 Data Availability Statements and an Ironic Lesson about Data Management Plans.","Data Intell.,vol.2-4",2020,Data Intell.
Paul Groth,FAIR Data Reuse - the Path through Data Citation.,"Data Intell.,vol.2-1-2",2020,Data Intell.
Giancarlo Guizzardi,"Ontology, Ontologies and the ""I"" of FAIR.","Data Intell.,vol.2-1-2",2020,Data Intell.
Mark Hahnel,How to (Easily) Extend the FAIRness of Existing Repositories.,"Data Intell.,vol.2-1-2",2020,Data Intell.
Li Huang,An RDF Data Set Quality Assessment Mechanism for Decentralized Systems.,"Data Intell.,vol.2-4",2020,Data Intell.
Annika Jacobsen,FAIR Principles - Interpretations and Implementation Considerations.,"Data Intell.,vol.2-1-2",2020,Data Intell.
Annika Jacobsen,A Generic Workflow for the Data FAIRification Process.,"Data Intell.,vol.2-1-2",2020,Data Intell.
Sarah Jones,Data Management Planning - How Requirements and Solutions are Beginning to Converge.,"Data Intell.,vol.2-1-2",2020,Data Intell.
Nick S. Juty,"Unique, Persistent, Resolvable - Identifiers as the Foundation of FAIR.","Data Intell.,vol.2-1-2",2020,Data Intell.
Ignasi Labastida,Licensing FAIR Data for Reuse.,"Data Intell.,vol.2-1-2",2020,Data Intell.
Annalisa Landi,"The ""A"" of FAIR - As Open as Possible, as Closed as Necessary.","Data Intell.,vol.2-1-2",2020,Data Intell.
Larry Lannom,FAIR Data and Services in Biodiversity Science and Geoscience.,"Data Intell.,vol.2-1-2",2020,Data Intell.
Peter McQuilton,"Helping the Consumers and Producers of Standards, Repositories and Policies to Enable FAIR Data.","Data Intell.,vol.2-1-2",2020,Data Intell.
Barend Mons,The FAIR Principles - First Generation Implementation Choices and Challenges.,"Data Intell.,vol.2-1-2",2020,Data Intell.
Joe Raad,Constructing and Cleaning Identity Graphs in the LOD Cloud.,"Data Intell.,vol.2-3",2020,Data Intell.
Sabbir M. Rashid,The Semantic Data Dictionary - An Approach for Describing and Annotating Data.,"Data Intell.,vol.2-4",2020,Data Intell.
Mirjam van Reisen,Towards the Tipping Point for FAIR Implementation.,"Data Intell.,vol.2-1-2",2020,Data Intell.
Mirjam van Reisen,FAIR Practices in Africa.,"Data Intell.,vol.2-1-2",2020,Data Intell.
Angelo A. Salatino,The Computer Science Ontology - A Comprehensive Automatically-Generated Taxonomy of Research Areas.,"Data Intell.,vol.2-3",2020,Data Intell.
Luana Sales,GO FAIR Brazil - A Challenge for Brazilian Data Science.,"Data Intell.,vol.2-1-2",2020,Data Intell.
Shelley Stall,Growing the FAIR Community at the Intersection of the Geosciences and Pure and Applied Chemistry.,"Data Intell.,vol.2-1-2",2020,Data Intell.
Hana Pergl Sustkova,FAIR Convergence Matrix - Optimizing the Reuse of Existing FAIR-Related Resources.,"Data Intell.,vol.2-1-2",2020,Data Intell.
Mark Thompson 0002,Making FAIR Easy with FAIR Tools - From Creolization to Convergence.,"Data Intell.,vol.2-1-2",2020,Data Intell.
Herman van Vlijmen,The Need of Industry to Go FAIR.,"Data Intell.,vol.2-1-2",2020,Data Intell.
Tobias Weigel,Making Data and Workflows Findable for Machines.,"Data Intell.,vol.2-1-2",2020,Data Intell.
Peter Wittenburg,State of FAIRness in ESFRI Projects.,"Data Intell.,vol.2-1-2",2020,Data Intell.
Peter Wittenburg,FAIR Practices in Europe.,"Data Intell.,vol.2-1-2",2020,Data Intell.
Lu Zhou,GeoLink Data Set - A Complex Alignment Benchmark from Real-world Ontology.,"Data Intell.,vol.2-3",2020,Data Intell.
Dean Allemang,Sustainability in Data and Food.,"Data Intell.,vol.1-1",2019,Data Intell.
Danielle Descoteaux,Playing Well on the Data FAIRground - Initiatives and Infrastructure in Research Data Management.,"Data Intell.,vol.1-4",2019,Data Intell.
Min Fu,Constructing a Scene-Based Knowledge System for E-Commerce Industries - Business Analysis and Challenges.,"Data Intell.,vol.1-3",2019,Data Intell.
Lingbing Guo,Learning to Complete Knowledge Graphs with Deep Sequential Models.,"Data Intell.,vol.1-3",2019,Data Intell.
James A. Hendler,A Journal for Human and Machine.,"Data Intell.,vol.1-1",2019,Data Intell.
Lei Ji,Microsoft Concept Graph - Mining Semantic Concepts for Short Text Understanding.,"Data Intell.,vol.1-3",2019,Data Intell.
Hailong Jin,XLORE2 - Large-scale Cross-lingual Knowledge Graph Construction and Application.,"Data Intell.,vol.1-1",2019,Data Intell.
Yadi Lao,MDKB-Bot - A Practical Framework for Multi-Domain Task-Oriented Dialogue System.,"Data Intell.,vol.1-2",2019,Data Intell.
Junru Lu,Identifying User Profile by Incorporating Self-Attention Mechanism based on CSDN Data Set.,"Data Intell.,vol.1-2",2019,Data Intell.
Barend Mons,FAIR Science for Social Machines - Let's Share Metadata Knowlets in the Internet of FAIR Data and Services.,"Data Intell.,vol.1-1",2019,Data Intell.
Huaiyu Wan,AMiner - Search and Mining of Academic Social Networks.,"Data Intell.,vol.1-1",2019,Data Intell.
Peilu Wang,Knowledge Graph Construction and Applications for Web Search and Beyond.,"Data Intell.,vol.1-4",2019,Data Intell.
Fang Wang,Building a Holistic Taxonomy Model for OGD-Related Risks - Based on a Lifecycle Analysis.,"Data Intell.,vol.1-4",2019,Data Intell.
Peter Wittenburg,From Persistent Identifiers to Digital Objects to Make Data Science More Efficient.,"Data Intell.,vol.1-1",2019,Data Intell.
Yan Wu,Paving the Way to Open Data.,"Data Intell.,vol.1-4",2019,Data Intell.
Guohui Xiao 0001,Virtual Knowledge Graphs - An Overview of Systems and Use Cases.,"Data Intell.,vol.1-3",2019,Data Intell.
Guoliang Xing,"User Profiling for CSDN - Keyphrase Extraction, User Tagging and User Growth Value Prediction - First-place Entry for User Profiling Technology Evaluation Campaign in SMP Cup 2017.","Data Intell.,vol.1-2",2019,Data Intell.
Bo Xu 0023,CN-DBpedia2 - An Extraction and Verification Framework for Enriching Chinese Encyclopedia Knowledge Base.,"Data Intell.,vol.1-3",2019,Data Intell.
Bei Yu 0002,Toward Training and Assessing Reproducible Data Analysis in Data Science Education.,"Data Intell.,vol.1-4",2019,Data Intell.
Tongtao Zhang,Joint Entity and Event Extraction with Generative Adversarial Imitation Learning.,"Data Intell.,vol.1-2",2019,Data Intell.
Wayne Xin Zhao,KB4Rec - A Data Set for Linking Knowledge Bases with Recommender Systems.,"Data Intell.,vol.1-2",2019,Data Intell.
Conor Fahy,Finding and Tracking Multi-Density Clusters in Online Dynamic Data Streams.,"IEEE Trans. Big Data,vol.8-1",2022,IEEE Trans. Big Data
Anmin Fu,NPP - A New Privacy-Aware Public Auditing Scheme for Cloud Data Sharing with Group Users.,"IEEE Trans. Big Data,vol.8-1",2022,IEEE Trans. Big Data
Chengqiang Huang,Time Series Anomaly Detection for Trustworthy Services in Cloud Computing Systems.,"IEEE Trans. Big Data,vol.8-1",2022,IEEE Trans. Big Data
Sethuraman Jayaraman,Fuzzy Deep Neural Learning Based on Goodman and Kruskal's Gamma for Search Engine Optimization.,"IEEE Trans. Big Data,vol.8-1",2022,IEEE Trans. Big Data
Hourieh Khalajzadeh,Survey and Analysis of Current End-User Data Analytics Tool Support.,"IEEE Trans. Big Data,vol.8-1",2022,IEEE Trans. Big Data
Qi Li,LSTM Based Phishing Detection for Big Email Data.,"IEEE Trans. Big Data,vol.8-1",2022,IEEE Trans. Big Data
Ting Li,Fast Compressive Spectral Clustering for Large-Scale Sparse Graph.,"IEEE Trans. Big Data,vol.8-1",2022,IEEE Trans. Big Data
Chuishi Meng,Towards the Inference of Travel Purpose with Heterogeneous Urban Data.,"IEEE Trans. Big Data,vol.8-1",2022,IEEE Trans. Big Data
Long H. Nguyen,Forecasting People's Needs in Hurricane Events from Social Network.,"IEEE Trans. Big Data,vol.8-1",2022,IEEE Trans. Big Data
Hanieh Poostchi,BiLSTM-SSVM - Training the BiLSTM with a Structured Hinge Loss for Named-Entity Recognition.,"IEEE Trans. Big Data,vol.8-1",2022,IEEE Trans. Big Data
Daniel Rammer,Enabling Fast Exploratory Analyses Over Voluminous Spatiotemporal Data Using Analytical Engines.,"IEEE Trans. Big Data,vol.8-1",2022,IEEE Trans. Big Data
Jian Shen 0001,Trustworthiness Evaluation-Based Routing Protocol for Incompletely Predictable Vehicular Ad Hoc Networks.,"IEEE Trans. Big Data,vol.8-1",2022,IEEE Trans. Big Data
Ziyi Su,Toward Architectural and Protocol-Level Foundation for End-to-End Trustworthiness in Cloud/Fog Computing.,"IEEE Trans. Big Data,vol.8-1",2022,IEEE Trans. Big Data
Bing Tang,"WukaStore - Scalable, Configurable and Reliable Data Storage on Hybrid Volunteered Cloud and Desktop Systems.","IEEE Trans. Big Data,vol.8-1",2022,IEEE Trans. Big Data
Tian Wang 0001,A Comprehensive Trustworthy Data Collection Approach in Sensor-Cloud Systems.,"IEEE Trans. Big Data,vol.8-1",2022,IEEE Trans. Big Data
Sijie Wu,Shadow - Exploiting the Power of Choice for Efficient Shuffling in MapReduce.,"IEEE Trans. Big Data,vol.8-1",2022,IEEE Trans. Big Data
Hu Xiong,Revocable Identity-Based Access Control for Big Data with Verifiable Outsourced Computing.,"IEEE Trans. Big Data,vol.8-1",2022,IEEE Trans. Big Data
Qichao Xu,Trust Based Incentive Scheme to Allocate Big Data Tasks with Mobile Social Cloud.,"IEEE Trans. Big Data,vol.8-1",2022,IEEE Trans. Big Data
Xue Yang 0003,Achieving Efficient and Privacy-Preserving Cross-Domain Big Data Deduplication in Cloud.,"IEEE Trans. Big Data,vol.8-1",2022,IEEE Trans. Big Data
Haipeng Yao,Identification of Encrypted Traffic Through Attention Mechanism Based Long Short Term Memory.,"IEEE Trans. Big Data,vol.8-1",2022,IEEE Trans. Big Data
Jiahui Yu,Efficient Trustworthiness Management for Malicious User Detection in Big Data Collection.,"IEEE Trans. Big Data,vol.8-1",2022,IEEE Trans. Big Data
Xuyun Zhang,MRMondrian - Scalable Multidimensional Anonymisation for Big Data Privacy Preservation.,"IEEE Trans. Big Data,vol.8-1",2022,IEEE Trans. Big Data
Qingchen Zhang,PPHOPCM - Privacy-Preserving High-Order Possibilistic c-Means Algorithm for Big Data Clustering with Cloud Computing.,"IEEE Trans. Big Data,vol.8-1",2022,IEEE Trans. Big Data
Mohammed Aledhari,A Deep Learning-Based Data Minimization Algorithm for Fast and Secure Transfer of Big Genomic Datasets.,"IEEE Trans. Big Data,vol.7-2",2021,IEEE Trans. Big Data
Shunsuke Aoki 0001,BusBeat - Early Event Detection with Real-Time Bus GPS Trajectories.,"IEEE Trans. Big Data,vol.7-2",2021,IEEE Trans. Big Data
Ghassan F. Bati,Altrumetrics - Inferring Altruism Propensity Based on Mobile Phone Use Patterns.,"IEEE Trans. Big Data,vol.7-2",2021,IEEE Trans. Big Data
Salima Benbernou,Semantic-Based and Entity-Resolution Fusion to Enhance Quality of Big RDF Data.,"IEEE Trans. Big Data,vol.7-2",2021,IEEE Trans. Big Data
Christian Böhm,A Novel Hilbert Curve for Cache-Locality Preserving Loops.,"IEEE Trans. Big Data,vol.7-2",2021,IEEE Trans. Big Data
Zhengjun Cao,"Comment on ""Efficient Secure Outsourcing of Large-Scale Sparse Linear Systems of Equations"".","IEEE Trans. Big Data,vol.7-6",2021,IEEE Trans. Big Data
Yixin Chen,Effective and Efficient Content Redundancy Detection of Web Videos.,"IEEE Trans. Big Data,vol.7-1",2021,IEEE Trans. Big Data
Jianwei Chen,Correlated Differential Privacy Protection for Mobile Crowdsensing.,"IEEE Trans. Big Data,vol.7-4",2021,IEEE Trans. Big Data
Min Chen 0003,Deep Feature Learning for Medical Image Analysis with Convolutional Autoencoder Neural Network.,"IEEE Trans. Big Data,vol.7-4",2021,IEEE Trans. Big Data
Fei Chen 0003,Towards Dynamic Verifiable Pattern Matching.,"IEEE Trans. Big Data,vol.7-2",2021,IEEE Trans. Big Data
Huimin Chen,Country Image in COVID-19 Pandemic - A Case Study of China.,"IEEE Trans. Big Data,vol.7-1",2021,IEEE Trans. Big Data
Ke Cheng,Secure $k$k-NN Query on Encrypted Cloud Data with Multiple Keys.,"IEEE Trans. Big Data,vol.7-4",2021,IEEE Trans. Big Data
Junhua Ding,A Machine Learning Based Framework for Verification and Validation of Massive Scale Image Data.,"IEEE Trans. Big Data,vol.7-2",2021,IEEE Trans. Big Data
Yucheng Dong,Dynamics of Public Opinions in an Online and Offline Social Network.,"IEEE Trans. Big Data,vol.7-4",2021,IEEE Trans. Big Data
Yuxiao Dong,Guest Editorial - AI for COVID-19.,"IEEE Trans. Big Data,vol.7-1",2021,IEEE Trans. Big Data
Farhad Farokhi,Privacy-Preserving Public Release of Datasets for Support Vector Machine Classification.,"IEEE Trans. Big Data,vol.7-5",2021,IEEE Trans. Big Data
Xiongwei Fei,Velocity-Aware Parallel Encryption Algorithm with Low Energy Consumption for Streams.,"IEEE Trans. Big Data,vol.7-4",2021,IEEE Trans. Big Data
Jun Feng 0007,An Improved Secure High-Order-Lanczos Based Orthogonal Tensor SVD for Outsourced Cyber-Physical-Social Big Data Reduction.,"IEEE Trans. Big Data,vol.7-4",2021,IEEE Trans. Big Data
Keke Gai,Privacy-Preserving Data Encryption Strategy for Big Data in Mobile Cloud Computing.,"IEEE Trans. Big Data,vol.7-4",2021,IEEE Trans. Big Data
Valerio La Gatta,An Epidemiological Neural Network Exploiting Dynamic Graph Structured Data Applied to the COVID-19 Outbreak.,"IEEE Trans. Big Data,vol.7-1",2021,IEEE Trans. Big Data
Vincenzo Gulisano,"ScaleJoin - A Deterministic, Disjoint-Parallel and Skew-Resilient Stream Join.","IEEE Trans. Big Data,vol.7-2",2021,IEEE Trans. Big Data
Nguyen Ho,AMIC - An Adaptive Information Theoretic Method to Identify Multi-Scale Temporal Correlations in Big Time Series Data.,"IEEE Trans. Big Data,vol.7-1",2021,IEEE Trans. Big Data
Xiao Hu,Regularized Spectral Clustering With Entropy Perturbation.,"IEEE Trans. Big Data,vol.7-6",2021,IEEE Trans. Big Data
Heqing Huang,A Large-Scale Study of Android Malware Development Phenomenon on Public Malware Submission and Scanning Platform.,"IEEE Trans. Big Data,vol.7-2",2021,IEEE Trans. Big Data
Ruobing Jiang,Data-Driven Digital Advertising with Uncertain Demand Model in Metro Networks.,"IEEE Trans. Big Data,vol.7-2",2021,IEEE Trans. Big Data
Jeff Johnson 0004,Billion-Scale Similarity Search with GPUs.,"IEEE Trans. Big Data,vol.7-3",2021,IEEE Trans. Big Data
Besma Khalfi,A New Methodology for Storing Consistent Fuzzy Geospatial Data in Big Data Environment.,"IEEE Trans. Big Data,vol.7-2",2021,IEEE Trans. Big Data
Martin Koehler,Incorporating Data Context to Cost-Effectively Automate End-to-End Data Wrangling.,"IEEE Trans. Big Data,vol.7-1",2021,IEEE Trans. Big Data
Yan Leng,"Misinformation During the COVID-19 Outbreak in China - Cultural, Social and Political Entanglements.","IEEE Trans. Big Data,vol.7-1",2021,IEEE Trans. Big Data
Xiong Li 0002,On Security of an Identity-Based Dynamic Data Auditing Protocol for Big Data Storage.,"IEEE Trans. Big Data,vol.7-6",2021,IEEE Trans. Big Data
Zengpeng Li,Leakage Resilient Leveled $\mathsf {FHE}$FHE on Multiple Bits Message.,"IEEE Trans. Big Data,vol.7-5",2021,IEEE Trans. Big Data
Zenan Ling,A New Approach of Exploiting Self-Adjoint Matrix Polynomials of Large Random Matrices for Anomaly Detection and Fault Location.,"IEEE Trans. Big Data,vol.7-3",2021,IEEE Trans. Big Data
Huazhong Liu,An Incremental Tensor-Train Decomposition for Cyber-Physical-Social Big Data.,"IEEE Trans. Big Data,vol.7-2",2021,IEEE Trans. Big Data
Jiaqiang Liu,Discovering and Understanding Geographical Video Viewing Patterns in Urban Neighborhoods.,"IEEE Trans. Big Data,vol.7-5",2021,IEEE Trans. Big Data
Xin Luo 0001,Algorithms of Unconstrained Non-Negative Latent Factor Analysis for Recommender Systems.,"IEEE Trans. Big Data,vol.7-1",2021,IEEE Trans. Big Data
Changqing Luo,SecFact - Secure Large-scale QR and LU Factorizations.,"IEEE Trans. Big Data,vol.7-4",2021,IEEE Trans. Big Data
Hanjia Lyu,Sense and Sensibility - Characterizing Social Media Users Regarding the Use of Controversial Terms for COVID-19.,"IEEE Trans. Big Data,vol.7-6",2021,IEEE Trans. Big Data
Chandresh Kumar Maurya,Distributed Sparse Class-Imbalance Learning and Its Applications.,"IEEE Trans. Big Data,vol.7-5",2021,IEEE Trans. Big Data
Ruslan Mavlyutov,Managing Big Interval Data with CINTIA - The Checkpoint INTerval Array.,"IEEE Trans. Big Data,vol.7-2",2021,IEEE Trans. Big Data
Rodrigo Minetto,Measuring Human and Economic Activity From Satellite Imagery to Support City-Scale Decision-Making During COVID-19 Pandemic.,"IEEE Trans. Big Data,vol.7-1",2021,IEEE Trans. Big Data
Batsergelen Myagmar,Heterogeneous Daily Living Activity Learning Through Domain Invariant Feature Subspace.,"IEEE Trans. Big Data,vol.7-6",2021,IEEE Trans. Big Data
Yifan Peng,COVID-19-CT-CXR - A Freely Accessible and Weakly Labeled Chest X-Ray and CT Image Collection on COVID-19 From Biomedical Literature.,"IEEE Trans. Big Data,vol.7-1",2021,IEEE Trans. Big Data
Mohammad Raji,Modeling and Visualizing Student Flow.,"IEEE Trans. Big Data,vol.7-3",2021,IEEE Trans. Big Data
Joelson Antônio dos Santos,Hierarchical Density-Based Clustering Using MapReduce.,"IEEE Trans. Big Data,vol.7-1",2021,IEEE Trans. Big Data
Bruno Schneider,Integrating Data and Model Space in Ensemble Learning by Visual Analytics.,"IEEE Trans. Big Data,vol.7-3",2021,IEEE Trans. Big Data
Daniel Seebacher,Visual Analysis of Spatio-Temporal Event Predictions - Investigating the Spread Dynamics of Invasive Species.,"IEEE Trans. Big Data,vol.7-3",2021,IEEE Trans. Big Data
Tao Shang,Identity-Based Dynamic Data Auditing for Big Data Storage.,"IEEE Trans. Big Data,vol.7-6",2021,IEEE Trans. Big Data
Jian Shen 0001,Secure Authentication in Cloud Big Data with Hierarchical Attribute Authorization Structure.,"IEEE Trans. Big Data,vol.7-4",2021,IEEE Trans. Big Data
Manu Shukla,DIGDUG - Scalable Separable Dense Graph Pruning and Join Operations in MapReduce.,"IEEE Trans. Big Data,vol.7-6",2021,IEEE Trans. Big Data
Subhajit Sidhanta,Deadline-Aware Cost Optimization for Spark.,"IEEE Trans. Big Data,vol.7-1",2021,IEEE Trans. Big Data
Paolo Soda,Grasping Inter-Attribute and Temporal Variability in Multivariate Time Series.,"IEEE Trans. Big Data,vol.7-5",2021,IEEE Trans. Big Data
Zhou Su,Security-Aware Resource Allocation for Mobile Social Big Data - A Matching-Coalitional Game Solution.,"IEEE Trans. Big Data,vol.7-4",2021,IEEE Trans. Big Data
Tran Phuong Thao,Optimizing Share Size in Efficient and Robust Secret Sharing Scheme for Big Data.,"IEEE Trans. Big Data,vol.7-4",2021,IEEE Trans. Big Data
Yao-Tung Tsou,RoD - Evaluating the Risk of Data Disclosure Using Noise Estimation for Differential Privacy.,"IEEE Trans. Big Data,vol.7-1",2021,IEEE Trans. Big Data
Sudip Vhaduri,Opportunistic Discovery of Personal Places Using Multi-Source Sensor Data.,"IEEE Trans. Big Data,vol.7-2",2021,IEEE Trans. Big Data
